network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"OP Mainnet","Velodrome V3","velodrome-v3","19201315","132961455","483108811","216286","0.49","0.044769624373503715","Strong","Rebalance liquidity","https://defillama.com/protocol/velodrome-v3","2026-09-23T12:32:30.057Z"
"OP Mainnet","Uniswap V3","uniswap-v3","4186520","36030752","131120472","333027","-47.03","0.2539855103633245","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-09-23T12:32:30.057Z"
"OP Mainnet","WOOFi Swap","woofi-swap","448303","12876653","51250069","899","-83.09","0.001754143979786642","At risk","Monitor incentives","https://defillama.com/protocol/woofi-swap","2026-09-23T12:32:30.057Z"
"OP Mainnet","Uniswap V4","uniswap-v4","507225","7878893","29985194","52808","-60.42","0.1761135845911152","At risk","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-09-23T12:32:30.057Z"
"OP Mainnet","Velodrome V2","velodrome-v2","759805","4438282","13400799","108824","40.67","0.8120709817377306","Strong","Rebalance liquidity","https://defillama.com/protocol/velodrome-v2","2026-09-23T12:32:30.057Z"
"OP Mainnet","Solidly V3","solidly-v3","428959","3883452","9221325","9.179999999999998","25.91","0.00009955185399061413","Strong","Improve fee efficiency","https://defillama.com/protocol/solidly-v3","2026-09-23T12:32:30.057Z"
"OP Mainnet","Curve DEX","curve-dex","90560","2188620","6718842","1652","-59.25","0.024587570298572285","At risk","Monitor incentives","https://defillama.com/protocol/curve-dex","2026-09-23T12:32:30.057Z"
"OP Mainnet","SushiSwap V3","sushiswap-v3","87132","443232","2117096","565.9200000000002","-22.11","0.026730955988769532","Watch","Monitor incentives","https://defillama.com/protocol/sushiswap-v3","2026-09-23T12:32:30.057Z"
"OP Mainnet","DODO AMM","dodo-amm","0","69.69000000000001","744421.3099999999","267.30999999999995","-100","0.03590842932747317","At risk","Monitor incentives","https://defillama.com/protocol/dodo-amm","2026-09-23T12:32:30.057Z"
"OP Mainnet","Velodrome V1","velodrome-v1","17915","146279","453681","218.09","-1.29","0.04807122184971379","Watch","Rebalance liquidity","https://defillama.com/protocol/velodrome-v1","2026-09-23T12:32:30.057Z"
