network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"OP Mainnet","Velodrome V3","velodrome-v3","12715400","86039915","325116286","131304","19.41","0.04038678025498852","Strong","Rebalance liquidity","https://defillama.com/protocol/velodrome-v3","2026-07-31T09:41:52.635Z"
"OP Mainnet","Uniswap V3","uniswap-v3","2198719","20424440","101663177","236643","-17.16","0.23277159634702346","Watch","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-07-31T09:41:52.635Z"
"OP Mainnet","WOOFi Swap","woofi-swap","1175003","8817442","39660926","3564","-16.06","0.00898617445291116","Watch","Improve fee efficiency","https://defillama.com/protocol/woofi-swap","2026-07-31T09:41:52.635Z"
"OP Mainnet","Uniswap V4","uniswap-v4","930966","6052595","22785411","24630","3.77","0.10809548267529605","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-07-31T09:41:52.635Z"
"OP Mainnet","Velodrome V2","velodrome-v2","1375221","2666215","7366098","95295.74","391.66","1.2937071974877339","Strong","Rebalance liquidity","https://defillama.com/protocol/velodrome-v2","2026-07-31T09:41:52.635Z"
"OP Mainnet","Solidly V3","solidly-v3","229289","1359776","6183551","1.19","-5.71","0.000019244605567254156","Strong","Improve fee efficiency","https://defillama.com/protocol/solidly-v3","2026-07-31T09:41:52.635Z"
"OP Mainnet","Curve DEX","curve-dex","29977","414065","2784010","428.34","-84.09","0.01538572059726797","At risk","Monitor incentives","https://defillama.com/protocol/curve-dex","2026-07-31T09:41:52.635Z"
"OP Mainnet","SushiSwap V3","sushiswap-v3","49556","327260","1445784","339.55","-29.53","0.02348552757535012","Watch","Monitor incentives","https://defillama.com/protocol/sushiswap-v3","2026-07-31T09:41:52.635Z"
"OP Mainnet","Swaap Maker V2","swaap-maker-v2","118","83144","1423758",,"-99.74",,"At risk","Monitor incentives","https://defillama.com/protocol/swaap-maker-v2","2026-07-31T09:41:52.635Z"
"OP Mainnet","Beets DEX","beets-dex","5909","63005","425940","51.06000000000001","-41.26","0.011987603887871534","Watch","Monitor incentives","https://defillama.com/protocol/beets-dex","2026-07-31T09:41:52.635Z"
