network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"OP Mainnet","Velodrome V3","velodrome-v3","6029625","57382801","284896560","115913","23.15","0.040685994944972305","Strong","Rebalance liquidity","https://defillama.com/protocol/velodrome-v3","2026-08-17T07:50:15.941Z"
"OP Mainnet","Uniswap V3","uniswap-v3","882971","10499569","70025687","162946","-7.58","0.23269461105037073","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-08-17T07:50:15.941Z"
"OP Mainnet","WOOFi Swap","woofi-swap","1314495","8143476","37036059","2397","32.69","0.006472070907976467","Strong","Improve fee efficiency","https://defillama.com/protocol/woofi-swap","2026-08-17T07:50:15.941Z"
"OP Mainnet","Uniswap V4","uniswap-v4","177508","2616766","18359168","19082.89","-18.48","0.10394201959478774","Watch","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-08-17T07:50:15.941Z"
"OP Mainnet","Velodrome V2","velodrome-v2","129258","1792707","8782845","71624.74","-6.45","0.8155072758314647","Strong","Rebalance liquidity","https://defillama.com/protocol/velodrome-v2","2026-08-17T07:50:15.941Z"
"OP Mainnet","Solidly V3","solidly-v3","71678","932441","4987097","3.6100000000000003","-33.71","0.0000723868013796403","Watch","Monitor incentives","https://defillama.com/protocol/solidly-v3","2026-08-17T07:50:15.941Z"
"OP Mainnet","Curve DEX","curve-dex","14120","457816","2173433","447.75","-82.22","0.02060104912366749","At risk","Monitor incentives","https://defillama.com/protocol/curve-dex","2026-08-17T07:50:15.941Z"
"OP Mainnet","SushiSwap V3","sushiswap-v3","9744","130819","1136619","241.21000000000004","5.41","0.021221711057091253","Watch","Rebalance liquidity","https://defillama.com/protocol/sushiswap-v3","2026-08-17T07:50:15.941Z"
"OP Mainnet","Swaap Maker V2","swaap-maker-v2","0","3618","420019",,"-100",,"At risk","Monitor incentives","https://defillama.com/protocol/swaap-maker-v2","2026-08-17T07:50:15.941Z"
"OP Mainnet","Balancer V2","balancer-v2","3698","26526","233760","59.67000000000001","115.88","0.025526180698151955","Watch","Grow TVL","https://defillama.com/protocol/balancer-v2","2026-08-17T07:50:15.941Z"
"Base","Aerodrome Slipstream","aerodrome-slipstream","312551580","2178952207","9996303439","3827101","74.35","0.038285162343799875","Strong","Rebalance liquidity","https://defillama.com/protocol/aerodrome-slipstream","2026-08-17T07:50:15.941Z"
"Base","Uniswap V3","uniswap-v3","49014460","428783350","2556243319","4926868","32.09","0.19273861620995397","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-08-17T07:50:15.941Z"
"Base","PancakeSwap AMM V3","pancakeswap-amm-v3","46618824","541337150","2544229845","339743","9.81","0.013353471215176316","Strong","Improve fee efficiency","https://defillama.com/protocol/pancakeswap-amm-v3","2026-08-17T07:50:15.941Z"
"Base","Uniswap V4","uniswap-v4","29898622","211516174","1025811606","2143556","201.62","0.20896195631461786","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-08-17T07:50:15.941Z"
"Base","Tristero Spot","tristero-spot","0","19736904.86","380541290.69000006",,"-100",,"At risk","Monitor incentives","https://defillama.com/protocol/tristero-spot","2026-08-17T07:50:15.941Z"
"Base","Metric V2","metric-v2","9445458","61089854","291426119",,"64.95",,"Strong","Rebalance liquidity","https://defillama.com/protocol/metric-v2","2026-08-17T07:50:15.941Z"
"Base","Tessera V","tessera-v","3652604","39467456","204710161",,"36.03",,"Strong","Rebalance liquidity","https://defillama.com/protocol/tessera-v","2026-08-17T07:50:15.941Z"
"Unichain","Uniswap V3","uniswap-v3","1955885","14776918","96568390","287783","49.03","0.2980095246488007","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-08-17T07:50:15.941Z"
"Unichain","Uniswap V4","uniswap-v4","1207660","9428862","69669592","49745","8.22","0.07140130804842376","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-08-17T07:50:15.941Z"
"Unichain","Velodrome V3","velodrome-v3","63954","766946","5429773","984.9499999999998","-42.09","0.018139800687800387","Watch","Monitor incentives","https://defillama.com/protocol/velodrome-v3","2026-08-17T07:50:15.941Z"
"Unichain","EulerSwap","eulerswap","413","1032","8478","0.060000000000000005","77.25","0.0007077140835102619","At risk","Grow TVL","https://defillama.com/protocol/eulerswap","2026-08-17T07:50:15.941Z"
"Unichain","Curve DEX","curve-dex","0","0.02","276.47999999999996","0.04",,"0.014467592592592594","At risk","Grow TVL","https://defillama.com/protocol/curve-dex","2026-08-17T07:50:15.941Z"
"Unichain","1inch Aqua","1inch-aqua","0","2.36","8.82","0.04","-100","0.45351473922902497","At risk","Grow TVL","https://defillama.com/protocol/1inch-aqua","2026-08-17T07:50:15.941Z"
"Mode","KIM Exchange V3","kim-exchange-v3","341","5136","81215.56","47.68000000000002","121.43","0.058707961873315936","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v3","2026-08-17T07:50:15.941Z"
"Mode","KIM Exchange V2","kim-exchange-v2","39.08","1462.27","16099.77","45.79000000000002","168.22","0.28441400094535524","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v2","2026-08-17T07:50:15.941Z"
"Mode","SupSwap V3","supswap-v3","61.55","1511.78","14043.220000000001","8.879999999999999","343.12","0.06323336100979689","At risk","Grow TVL","https://defillama.com/protocol/supswap-v3","2026-08-17T07:50:15.941Z"
"Mode","Velodrome V2","velodrome-v2","32.2","1605.95","9273.529999999999","19.88","-47.43","0.2143735988345323","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v2","2026-08-17T07:50:15.941Z"
"Mode","Velodrome V3","velodrome-v3","756","8181.36","9243.06","5.359999999999999","1678.41","0.05798945370905306","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v3","2026-08-17T07:50:15.941Z"
"Mode","SwapMode V2","swapmode-v2","61.15","578.75","5382.69","15.59","199.31","0.28963213560505996","At risk","Grow TVL","https://defillama.com/protocol/swapmode-v2","2026-08-17T07:50:15.941Z"
"Mode","Balancer V2","balancer-v2","5.52","177.7","554.96","1.3200000000000007","12.88","0.23785498053913806","At risk","Grow TVL","https://defillama.com/protocol/balancer-v2","2026-08-17T07:50:15.941Z"
"Zora","Uniswap V2","uniswap-v2","0","88.69","590.3400000000001","1.2900000000000003","-100","0.21851814208761053","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v2","2026-08-17T07:50:15.941Z"
"Zora","Uniswap V4","uniswap-v4","0.06","5.109999999999999","43.45","0","-14.29","0","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v4","2026-08-17T07:50:15.941Z"
