network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"OP Mainnet","Velodrome V3","velodrome-v3","7935637","57892215","299998203","121940","-21.54","0.040646910141658416","Watch","Monitor incentives","https://defillama.com/protocol/velodrome-v3","2026-08-15T07:27:22.686Z"
"OP Mainnet","Uniswap V3","uniswap-v3","1162967","11066836","76789963","179371","-48.74","0.23358651702957586","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-08-15T07:27:22.686Z"
"OP Mainnet","WOOFi Swap","woofi-swap","1245732","7880070","38411974","2692","10.92","0.0070082313395297005","Strong","Improve fee efficiency","https://defillama.com/protocol/woofi-swap","2026-08-15T07:27:22.686Z"
"OP Mainnet","Uniswap V4","uniswap-v4","313814","2785463","19632321","21147","-36.31","0.10771523142882597","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-08-15T07:27:22.686Z"
"OP Mainnet","Velodrome V2","velodrome-v2","121117","1942799","9175209","71715.74","-47.82","0.7816251379123899","Watch","Monitor incentives","https://defillama.com/protocol/velodrome-v2","2026-08-15T07:27:22.686Z"
"OP Mainnet","Solidly V3","solidly-v3","101068","1030183","5436419","3.5400000000000005","-47.05","0.00006511639371431819","Watch","Monitor incentives","https://defillama.com/protocol/solidly-v3","2026-08-15T07:27:22.686Z"
"OP Mainnet","Curve DEX","curve-dex","4242","546684","2274384","463.69","-95.01","0.020387498329217935","At risk","Monitor incentives","https://defillama.com/protocol/curve-dex","2026-08-15T07:27:22.686Z"
"OP Mainnet","SushiSwap V3","sushiswap-v3","14601","151505","1215635","263.54","-61.82","0.02167920469548837","At risk","Monitor incentives","https://defillama.com/protocol/sushiswap-v3","2026-08-15T07:27:22.686Z"
"OP Mainnet","Swaap Maker V2","swaap-maker-v2","0","3854","586267",,"-100",,"At risk","Monitor incentives","https://defillama.com/protocol/swaap-maker-v2","2026-08-15T07:27:22.686Z"
"OP Mainnet","Beets DEX","beets-dex","3250","25926","248515","62.13","-86.95","0.02500050298774722","At risk","Grow TVL","https://defillama.com/protocol/beets-dex","2026-08-15T07:27:22.686Z"
"Base","Aerodrome Slipstream","aerodrome-slipstream","308337854","2020677770","10305446559","4024884","-26.53","0.03905589124117062","Watch","Monitor incentives","https://defillama.com/protocol/aerodrome-slipstream","2026-08-15T07:27:22.686Z"
"Base","Uniswap V3","uniswap-v3","47924494","432861432","2777798014","5588506","-34.78","0.20118475036104622","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-08-15T07:27:22.686Z"
"Base","PancakeSwap AMM V3","pancakeswap-amm-v3","74030715","532641979","2601318873","353125","-21.88","0.01357484480911618","Watch","Monitor incentives","https://defillama.com/protocol/pancakeswap-amm-v3","2026-08-15T07:27:22.686Z"
"Base","Uniswap V4","uniswap-v4","19011558","189751873","1397549764","2351069","30.39","0.1682279272310764","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-08-15T07:27:22.686Z"
"Base","Tristero Spot","tristero-spot","0","52183982.47","412514044.69000006",,"-100",,"At risk","Monitor incentives","https://defillama.com/protocol/tristero-spot","2026-08-15T07:27:22.686Z"
"Base","Metric V2","metric-v2","9835654","58736030","291442165",,"-13.43",,"Watch","Rebalance liquidity","https://defillama.com/protocol/metric-v2","2026-08-15T07:27:22.686Z"
"Base","Tessera V","tessera-v","7774634","38208709","212009460",,"31.54",,"Strong","Rebalance liquidity","https://defillama.com/protocol/tessera-v","2026-08-15T07:27:22.686Z"
"Unichain","Uniswap V3","uniswap-v3","1788633","14582662","106624939","322276","-47.07","0.30225199003396386","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-08-15T07:27:22.686Z"
"Unichain","Uniswap V4","uniswap-v4","941516","9856601","77920141","54729","-58.36","0.0702372959001704","At risk","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-08-15T07:27:22.686Z"
"Unichain","Velodrome V3","velodrome-v3","75438","850069","5983131","1083.01","-56.53","0.018101057790645064","At risk","Monitor incentives","https://defillama.com/protocol/velodrome-v3","2026-08-15T07:27:22.686Z"
"Unichain","EulerSwap","eulerswap","52","1315","9557","0.060000000000000005","-80.81","0.0006278120749189076","At risk","Grow TVL","https://defillama.com/protocol/eulerswap","2026-08-15T07:27:22.686Z"
"Unichain","Curve DEX","curve-dex","0","0.02","370.47999999999996","1.04","-100","0.2807169077952926","At risk","Grow TVL","https://defillama.com/protocol/curve-dex","2026-08-15T07:27:22.686Z"
"Unichain","1inch Aqua","1inch-aqua","0","2.6999999999999997","8.82","0.04",,"0.45351473922902497","At risk","Grow TVL","https://defillama.com/protocol/1inch-aqua","2026-08-15T07:27:22.686Z"
"Mode","KIM Exchange V3","kim-exchange-v3","931","4100","85941.56","45.21000000000001","131.02","0.05260551472419166","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v3","2026-08-15T07:27:22.686Z"
"Mode","KIM Exchange V2","kim-exchange-v2","72.75","1447.4399999999998","18415.53","54.740000000000016","-30.05","0.29724911528476244","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v2","2026-08-15T07:27:22.686Z"
"Mode","SupSwap V3","supswap-v3","102","1423.43","15795.720000000001","9.769999999999998","14.7","0.06185219793716271","At risk","Grow TVL","https://defillama.com/protocol/supswap-v3","2026-08-15T07:27:22.686Z"
