network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"OP Mainnet","Velodrome V3","velodrome-v3","18315639","107540431","476372543","205152","49.4","0.043065454341267524","Strong","Rebalance liquidity","https://defillama.com/protocol/velodrome-v3","2026-09-15T12:26:45.302Z"
"OP Mainnet","Uniswap V3","uniswap-v3","5156140","26789098","127965500","303732","760.52","0.23735459948189158","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-09-15T12:26:45.302Z"
"OP Mainnet","WOOFi Swap","woofi-swap","1910141","11838015","45611934","2418","40.79","0.005301244187540919","Strong","Improve fee efficiency","https://defillama.com/protocol/woofi-swap","2026-09-15T12:26:45.302Z"
"OP Mainnet","Uniswap V4","uniswap-v4","1017642","5521556","33073975","52779.89","15.85","0.15958133245247963","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-09-15T12:26:45.302Z"
"OP Mainnet","Velodrome V2","velodrome-v2","409129","1972469","12370422","94720","-36.1","0.7656974030473657","Watch","Monitor incentives","https://defillama.com/protocol/velodrome-v2","2026-09-15T12:26:45.302Z"
"OP Mainnet","Solidly V3","solidly-v3","320563","1681584","7021980","7.209999999999998","129.51","0.00010267759235998961","Strong","Improve fee efficiency","https://defillama.com/protocol/solidly-v3","2026-09-15T12:26:45.302Z"
"OP Mainnet","Curve DEX","curve-dex","53198","1035296","5923840","1456.21","-76.58","0.0245821966832325","At risk","Monitor incentives","https://defillama.com/protocol/curve-dex","2026-09-15T12:26:45.302Z"
"OP Mainnet","SushiSwap V3","sushiswap-v3","106414","415367","2363708","513.5200000000001","327.59","0.02172518771354161","Strong","Rebalance liquidity","https://defillama.com/protocol/sushiswap-v3","2026-09-15T12:26:45.302Z"
"OP Mainnet","DODO AMM","dodo-amm","5053","177801.02","739271.0800000001","263","-98.56","0.035575583451742755","At risk","Monitor incentives","https://defillama.com/protocol/dodo-amm","2026-09-15T12:26:45.302Z"
"OP Mainnet","Velodrome V1","velodrome-v1","13354","72467","426364","199.4","-12.25","0.04676755073130002","Watch","Rebalance liquidity","https://defillama.com/protocol/velodrome-v1","2026-09-15T12:26:45.302Z"
"Base","Aerodrome Slipstream","aerodrome-slipstream","409046797","2825385824","13642471999","15260299","-12.71","0.11185875258617785","Watch","Rebalance liquidity","https://defillama.com/protocol/aerodrome-slipstream","2026-09-15T12:26:45.302Z"
"Base","Uniswap V3","uniswap-v3","185408970","1038846860","4744331028","10495930","50.27","0.22123097941638822","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-09-15T12:26:45.302Z"
"Base","PancakeSwap AMM V3","pancakeswap-amm-v3","120099928","664387791","3710543272","467839","40.05","0.012608369333147075","Strong","Improve fee efficiency","https://defillama.com/protocol/pancakeswap-amm-v3","2026-09-15T12:26:45.302Z"
"Base","Uniswap V4","uniswap-v4","87540237","1074927065","2275273864","8628455","73.63","0.37922709597828","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-09-15T12:26:45.302Z"
"Base","Metric V2","metric-v2","25006689","281644195","1177116751",,"-67.73",,"At risk","Monitor incentives","https://defillama.com/protocol/metric-v2","2026-09-15T12:26:45.302Z"
"Base","Tessera V","tessera-v","37191080","230275920","874816990",,"29.86",,"Strong","Rebalance liquidity","https://defillama.com/protocol/tessera-v","2026-09-15T12:26:45.302Z"
"Base","Hanji Protocol","hanji-protocol","0","69620344","408060792","40395",,"0.009899260304332302","At risk","Improve fee efficiency","https://defillama.com/protocol/hanji-protocol","2026-09-15T12:26:45.302Z"
"Unichain","Uniswap V3","uniswap-v3","7126620","44583388","208341518","623099","73.85","0.29907577038965416","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-09-15T12:26:45.302Z"
"Unichain","Uniswap V4","uniswap-v4","4581776","29001067","166198011","123798","37.04","0.0744882560598153","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-09-15T12:26:45.302Z"
"Unichain","Velodrome V3","velodrome-v3","444007","2108067","8785371","1660.2600000000002","116.15","0.01889800669772512","Strong","Improve fee efficiency","https://defillama.com/protocol/velodrome-v3","2026-09-15T12:26:45.302Z"
"Unichain","EulerSwap","eulerswap","2322","7023.91","27720.530000000002","0.42000000000000004","6010.53","0.0015151225463582406","At risk","Grow TVL","https://defillama.com/protocol/eulerswap","2026-09-15T12:26:45.302Z"
"Unichain","Curve DEX","curve-dex","0.31","0.44000000000000006","5.67","0.13",,"2.292768959435626","At risk","Grow TVL","https://defillama.com/protocol/curve-dex","2026-09-15T12:26:45.302Z"
"Unichain","1inch Aqua","1inch-aqua","0.31","0.37","1.71","0.02",,"1.169590643274854","At risk","Grow TVL","https://defillama.com/protocol/1inch-aqua","2026-09-15T12:26:45.302Z"
"Mode","KIM Exchange V3","kim-exchange-v3","1011","40134.2","139907.2","127.45000000000003","87.22","0.09109609798495004","Watch","Grow TVL","https://defillama.com/protocol/kim-exchange-v3","2026-09-15T12:26:45.302Z"
"Mode","MantisSwap","mantisswap","221","29983","102049.8",,,,"At risk","Grow TVL","https://defillama.com/protocol/mantisswap","2026-09-15T12:26:45.302Z"
"Mode","KIM Exchange V2","kim-exchange-v2","299","14150.439999999999","38633.5","112.43","123.13","0.29101686360283174","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v2","2026-09-15T12:26:45.302Z"
"Mode","SupSwap V3","supswap-v3","808","13866.68","36557.520000000004","18.6","206.06","0.050878724815031216","At risk","Grow TVL","https://defillama.com/protocol/supswap-v3","2026-09-15T12:26:45.302Z"
"Mode","SwapMode V2","swapmode-v2","109","6923.4","19334.14","52.05999999999999","42.76","0.2692646272345188","At risk","Grow TVL","https://defillama.com/protocol/swapmode-v2","2026-09-15T12:26:45.302Z"
"Mode","Velodrome V2","velodrome-v2","31.33","1573.21","13966.32","35.50999999999999","-87.71","0.25425452087593575","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v2","2026-09-15T12:26:45.302Z"
"Mode","Velodrome V3","velodrome-v3","102","572.86","4154.910000000001","2.409999999999999","518.93","0.058003663135904236","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v3","2026-09-15T12:26:45.302Z"
"Zora","Uniswap V2","uniswap-v2","37.64","31.9","830.94","1.2500000000000002","452.72","0.15043204082123862","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v2","2026-09-15T12:26:45.302Z"
"Zora","Uniswap V4","uniswap-v4","3.79","4.43","55.870000000000005","0.11999999999999998","156.08","0.21478432074458562","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v4","2026-09-15T12:26:45.302Z"
