network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"OP Mainnet","Velodrome V3","velodrome-v3","10607034","70519158","304216343","129002","-20.4","0.04240469092746934","Watch","Monitor incentives","https://defillama.com/protocol/velodrome-v3","2026-07-23T09:23:19.413Z"
"OP Mainnet","Uniswap V3","uniswap-v3","2972761","20026856","121980518","285790","-22.93","0.23429151202653525","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-07-23T09:23:19.413Z"
"OP Mainnet","WOOFi Swap","woofi-swap","1373334","10424735","41217002","4257","-33.86","0.010328262108922915","Watch","Monitor incentives","https://defillama.com/protocol/woofi-swap","2026-07-23T09:23:19.413Z"
"OP Mainnet","Uniswap V4","uniswap-v4","836060","5393521","21778637","29587","-3.39","0.1358533135016668","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-07-23T09:23:19.413Z"
"OP Mainnet","Solidly V3","solidly-v3","184534","1472030","5510148","0","-25.45","0","Watch","Monitor incentives","https://defillama.com/protocol/solidly-v3","2026-07-23T09:23:19.413Z"
"OP Mainnet","Velodrome V2","velodrome-v2","169177","1486674","4986569","93634","-37.24","1.877723942053143","Watch","Monitor incentives","https://defillama.com/protocol/velodrome-v2","2026-07-23T09:23:19.413Z"
"OP Mainnet","Curve DEX","curve-dex","52329","378765","3003289","460","-19.32","0.01531654129855635","Watch","Improve fee efficiency","https://defillama.com/protocol/curve-dex","2026-07-23T09:23:19.413Z"
"OP Mainnet","SushiSwap V3","sushiswap-v3","25013","326909","1584931","376","-58.08","0.02372343023134761","At risk","Monitor incentives","https://defillama.com/protocol/sushiswap-v3","2026-07-23T09:23:19.413Z"
"OP Mainnet","Velodrome V1","velodrome-v1","5350","49774","575208","216","-44.95","0.03755163349605708","Watch","Monitor incentives","https://defillama.com/protocol/velodrome-v1","2026-07-23T09:23:19.413Z"
"OP Mainnet","Beets DEX","beets-dex","16519","109255","530936","60","-13.07","0.01130079708288758","Watch","Improve fee efficiency","https://defillama.com/protocol/beets-dex","2026-07-23T09:23:19.413Z"
"Base","Aerodrome Slipstream","aerodrome-slipstream","342231516","2372217636","11881754123","5761679","-7.78","0.04849182149668357","Strong","Rebalance liquidity","https://defillama.com/protocol/aerodrome-slipstream","2026-07-23T09:23:19.413Z"
"Base","Uniswap V4","uniswap-v4","151201313","948803277","4928757784","4130840","-24.03","0.08381097593007626","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-07-23T09:23:19.413Z"
"Base","Uniswap V3","uniswap-v3","100063050","710939251","2985353897","7940288","-23.36","0.2659747645992404","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-07-23T09:23:19.413Z"
"Base","PancakeSwap AMM V3","pancakeswap-amm-v3","107011135","541988908","2517951614","354345","36.47","0.014072748579830336","Strong","Improve fee efficiency","https://defillama.com/protocol/pancakeswap-amm-v3","2026-07-23T09:23:19.413Z"
"Base","Tristero Spot","tristero-spot","72","95900382","441052563",,"-100",,"At risk","Monitor incentives","https://defillama.com/protocol/tristero-spot","2026-07-23T09:23:19.413Z"
"Base","Tessera V","tessera-v","3285753","36525933","255167119",,"-62.46",,"At risk","Monitor incentives","https://defillama.com/protocol/tessera-v","2026-07-23T09:23:19.413Z"
"Base","Metric","metric","5017704","42001144","253402764",,"-46.08",,"Watch","Monitor incentives","https://defillama.com/protocol/metric","2026-07-23T09:23:19.413Z"
"Unichain","Uniswap V3","uniswap-v3","5419281","29076418","137260802","422757","45.52","0.3079954319369342","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-07-23T09:23:19.413Z"
"Unichain","Uniswap V4","uniswap-v4","3319047","22185014","118562114","78962","-5.85","0.06659968967827277","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-07-23T09:23:19.413Z"
"Unichain","Velodrome V3","velodrome-v3","289691","1702271","7113632","1283","7.07","0.018035793811093968","Strong","Improve fee efficiency","https://defillama.com/protocol/velodrome-v3","2026-07-23T09:23:19.413Z"
"Unichain","EulerSwap","eulerswap","625","3306","13051","0","4.52","0","At risk","Grow TVL","https://defillama.com/protocol/eulerswap","2026-07-23T09:23:19.413Z"
"Unichain","Curve DEX","curve-dex","0","94","2872","431",,"15.006963788300837","At risk","Grow TVL","https://defillama.com/protocol/curve-dex","2026-07-23T09:23:19.413Z"
"Mode","KIM Exchange V3","kim-exchange-v3","312","40047","235732","80","-89.06","0.03393684353418289","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v3","2026-07-23T09:23:19.413Z"
