network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"OP Mainnet","Velodrome V3","velodrome-v3","10248053","64655039","299461395","129409","93.95","0.04321391744000925","Strong","Rebalance liquidity","https://defillama.com/protocol/velodrome-v3","2026-06-29T17:18:46.950Z"
"OP Mainnet","Uniswap V3","uniswap-v3","2669560","36896113","199205718","455709","29.56","0.22876301171234453","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-06-29T17:18:46.950Z"
"OP Mainnet","Uniswap V4","uniswap-v4","623144","5532266","26285373","23529","109.28","0.08951366221814695","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-06-29T17:18:46.950Z"
"OP Mainnet","WOOFi Swap","woofi-swap","829630","9433225","15009675","2253",,"0.015010318344667688","Strong","Improve fee efficiency","https://defillama.com/protocol/woofi-swap","2026-06-29T17:18:46.950Z"
"OP Mainnet","Velodrome V2","velodrome-v2","0","883703","10749515","85296",,"0.7934869619699121","At risk","Rebalance liquidity","https://defillama.com/protocol/velodrome-v2","2026-06-29T17:18:46.950Z"
"OP Mainnet","Solidly V3","solidly-v3","85980","841664","5951892",,"373.59",,"Watch","Rebalance liquidity","https://defillama.com/protocol/solidly-v3","2026-06-29T17:18:46.950Z"
"OP Mainnet","Curve DEX","curve-dex","65735","711006","3975759","1317","32.41","0.03312575032842786","Watch","Rebalance liquidity","https://defillama.com/protocol/curve-dex","2026-06-29T17:18:46.950Z"
"OP Mainnet","SushiSwap V3","sushiswap-v3","87189","389809","1191971","425","664.75","0.03565522986716959","Watch","Rebalance liquidity","https://defillama.com/protocol/sushiswap-v3","2026-06-29T17:18:46.950Z"
"OP Mainnet","Beets DEX","beets-dex","12462","383943","1012852","166","226.66","0.01638936389521865","Watch","Improve fee efficiency","https://defillama.com/protocol/beets-dex","2026-06-29T17:18:46.950Z"
"OP Mainnet","Balancer V2","balancer-v2","6389","287500","894674","167","182.7","0.018666016895539605","Watch","Improve fee efficiency","https://defillama.com/protocol/balancer-v2","2026-06-29T17:18:46.950Z"
"Base","Aerodrome Slipstream","aerodrome-slipstream","544175959","3192893008","15648088374","7392322","89.44","0.047241054774988835","Strong","Rebalance liquidity","https://defillama.com/protocol/aerodrome-slipstream","2026-06-29T17:18:46.950Z"
"Base","Uniswap V4","uniswap-v4","71136878","1382401998","6722354672","6962408","-57.63","0.103570970883162","At risk","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-06-29T17:18:46.950Z"
"Base","PancakeSwap AMM V3","pancakeswap-amm-v3","54631197","649070038","3471483495","518487","7.63","0.01493560320095948","Strong","Improve fee efficiency","https://defillama.com/protocol/pancakeswap-amm-v3","2026-06-29T17:18:46.950Z"
"Base","Uniswap V3","uniswap-v3","66129766","774714725","3464759725","10713846","73.73","0.30922334737079066","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-06-29T17:18:46.950Z"
"Base","Metric","metric","8633520","102611414","762033437",,"2.61",,"Strong","Rebalance liquidity","https://defillama.com/protocol/metric","2026-06-29T17:18:46.950Z"
"Base","Tessera V","tessera-v","5754903","107605353","460634296",,"53.34",,"Strong","Rebalance liquidity","https://defillama.com/protocol/tessera-v","2026-06-29T17:18:46.950Z"
"Base","Aerodrome V1","aerodrome-v1","7954095","68710047","318690855","1410939","20.7","0.4427296792058875","Strong","Rebalance liquidity","https://defillama.com/protocol/aerodrome-v1","2026-06-29T17:18:46.950Z"
"Unichain","Uniswap V4","uniswap-v4","5371559","37090171","223272303","148535","71.55","0.06652638863137449","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-06-29T17:18:46.950Z"
"Unichain","Uniswap V3","uniswap-v3","3344093","37921853","108347409","459045","36.91","0.4236787978935426","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-06-29T17:18:46.950Z"
"Unichain","Velodrome V3","velodrome-v3","373278","1761757","7803659","1324","185.61","0.01696639999261885","Strong","Improve fee efficiency","https://defillama.com/protocol/velodrome-v3","2026-06-29T17:18:46.950Z"
"Unichain","EulerSwap","eulerswap","74","1529","34924","0","-58.66","0","At risk","Grow TVL","https://defillama.com/protocol/eulerswap","2026-06-29T17:18:46.950Z"
"Unichain","Curve DEX","curve-dex","0","1470","21721","299",,"1.3765480410662492","At risk","Grow TVL","https://defillama.com/protocol/curve-dex","2026-06-29T17:18:46.950Z"
"Mode","KIM Exchange V3","kim-exchange-v3","410","17757","118323","93","-46.96","0.07859841281914759","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v3","2026-06-29T17:18:46.950Z"
"Mode","Velodrome V3","velodrome-v3","555","10892","85019","63","72.9","0.0741010832872652","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v3","2026-06-29T17:18:46.950Z"
"Mode","KIM Exchange V2","kim-exchange-v2","47","4112","19371","58","6.82","0.2994166537607764","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v2","2026-06-29T17:18:46.950Z"
"Mode","SwapMode V2","swapmode-v2","34","1908","11485","34","-54.67","0.29603831084022636","At risk","Grow TVL","https://defillama.com/protocol/swapmode-v2","2026-06-29T17:18:46.950Z"
"Mode","Velodrome V2","velodrome-v2","0","289","8667","0",,"0","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v2","2026-06-29T17:18:46.950Z"
"Mode","MantisSwap","mantisswap","0","297","2690",,,,"At risk","Grow TVL","https://defillama.com/protocol/mantisswap","2026-06-29T17:18:46.950Z"
"Mode","SupSwap V3","supswap-v3","8","209","1500","0","33.33","0","At risk","Grow TVL","https://defillama.com/protocol/supswap-v3","2026-06-29T17:18:46.950Z"
"Zora","Uniswap V2","uniswap-v2","16","558","2234","1","128.57","0.044762757385854966","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v2","2026-06-29T17:18:46.950Z"
"Zora","Uniswap V4","uniswap-v4","0","26","105","0","-100","0","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v4","2026-06-29T17:18:46.950Z"
