network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"OP Mainnet","Velodrome V3","velodrome-v3","14504674","101294960","405289355","171577","-15.05","0.04233444522617674","Watch","Rebalance liquidity","https://defillama.com/protocol/velodrome-v3","2026-09-03T11:55:21.193Z"
"OP Mainnet","Uniswap V3","uniswap-v3","2989150","24956534","110102427","254127","-17.17","0.2308096260221403","Watch","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-09-03T11:55:21.193Z"
"OP Mainnet","WOOFi Swap","woofi-swap","1842389","10608631","39141182","3183","28.92","0.008132099843075767","Strong","Improve fee efficiency","https://defillama.com/protocol/woofi-swap","2026-09-03T11:55:21.193Z"
"OP Mainnet","Uniswap V4","uniswap-v4","867989","6860444","28466199","38959.89","-27.81","0.13686368875591715","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-09-03T11:55:21.193Z"
"OP Mainnet","Velodrome V2","velodrome-v2","831151","3024986","11094938","86554","108.27","0.7801215292956122","Strong","Rebalance liquidity","https://defillama.com/protocol/velodrome-v2","2026-09-03T11:55:21.193Z"
"OP Mainnet","Solidly V3","solidly-v3","235239","1587785","6174998","6.35","2.53","0.0001028340414037381","Strong","Improve fee efficiency","https://defillama.com/protocol/solidly-v3","2026-09-03T11:55:21.193Z"
"OP Mainnet","Curve DEX","curve-dex","77922","1266728","4825063","1207.06","-85.63","0.02501646092496616","At risk","Monitor incentives","https://defillama.com/protocol/curve-dex","2026-09-03T11:55:21.193Z"
"OP Mainnet","SushiSwap V3","sushiswap-v3","102556","556384","1859088","391.43","95.14","0.02105494737204479","Strong","Rebalance liquidity","https://defillama.com/protocol/sushiswap-v3","2026-09-03T11:55:21.193Z"
"OP Mainnet","Velodrome V1","velodrome-v1","28302","102039","338019","155.86999999999998","166.67","0.046112792476162574","Watch","Rebalance liquidity","https://defillama.com/protocol/velodrome-v1","2026-09-03T11:55:21.193Z"
"OP Mainnet","Beets DEX","beets-dex","16489","76791","326656","85.01000000000002","149.8","0.026024319161442013","Watch","Rebalance liquidity","https://defillama.com/protocol/beets-dex","2026-09-03T11:55:21.193Z"
"Base","Aerodrome Slipstream","aerodrome-slipstream","378893689","2933255743","12544561005","5799669","-15.29","0.046232538529553745","Watch","Rebalance liquidity","https://defillama.com/protocol/aerodrome-slipstream","2026-09-03T11:55:21.193Z"
"Base","Uniswap V3","uniswap-v3","100924610","947743257","3843804785","7742917","-30.74","0.20143887197955085","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-09-03T11:55:21.193Z"
"Base","PancakeSwap AMM V3","pancakeswap-amm-v3","101970707","737823987","3616774979","458005","-10.77","0.012663353475383575","Watch","Improve fee efficiency","https://defillama.com/protocol/pancakeswap-amm-v3","2026-09-03T11:55:21.193Z"
"Base","Uniswap V4","uniswap-v4","59108369","337680270","1211101361","5231616","26.16","0.4319717711885223","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-09-03T11:55:21.193Z"
"Base","Metric V2","metric-v2","38030979","399182482","739344784",,"93.56",,"Strong","Rebalance liquidity","https://defillama.com/protocol/metric-v2","2026-09-03T11:55:21.193Z"
"Base","Tessera V","tessera-v","21722670","199252273","576290995",,"4.83",,"Strong","Rebalance liquidity","https://defillama.com/protocol/tessera-v","2026-09-03T11:55:21.193Z"
"Base","Hanji Protocol","hanji-protocol","11509388","104723996","297071470","29509","124.05","0.009933299889080564","Strong","Improve fee efficiency","https://defillama.com/protocol/hanji-protocol","2026-09-03T11:55:21.193Z"
"Unichain","Uniswap V3","uniswap-v3","2947575","40314013","170123710","507961","-68","0.29858330740612227","At risk","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-09-03T11:55:21.193Z"
"Unichain","Uniswap V4","uniswap-v4","3062877","28610093","139065020","102207","-42.92","0.0734958366956694","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-09-03T11:55:21.193Z"
"Unichain","Velodrome V3","velodrome-v3","219046","1736066","7315173","1352.02","-18.83","0.018482406362775018","Watch","Improve fee efficiency","https://defillama.com/protocol/velodrome-v3","2026-09-03T11:55:21.193Z"
"Unichain","EulerSwap","eulerswap","1162","3825.62","20000.62","0.29000000000000004","11520","0.001449955051393407","At risk","Grow TVL","https://defillama.com/protocol/eulerswap","2026-09-03T11:55:21.193Z"
"Unichain","1inch Aqua","1inch-aqua","0","0","8.129999999999999","0.04",,"0.4920049200492006","At risk","Grow TVL","https://defillama.com/protocol/1inch-aqua","2026-09-03T11:55:21.193Z"
"Unichain","Curve DEX","curve-dex","0.11","3.65","6.070000000000001","0.41000000000000003",,"6.754530477759473","At risk","Grow TVL","https://defillama.com/protocol/curve-dex","2026-09-03T11:55:21.193Z"
"Mode","MantisSwap","mantisswap","0","70360","72066.8",,"-100",,"At risk","Grow TVL","https://defillama.com/protocol/mantisswap","2026-09-03T11:55:21.193Z"
"Mode","KIM Exchange V3","kim-exchange-v3","1801","20099","50256.56","89.80000000000001","538.65","0.1786831410665593","Watch","Grow TVL","https://defillama.com/protocol/kim-exchange-v3","2026-09-03T11:55:21.193Z"
"Mode","KIM Exchange V2","kim-exchange-v2","1653","10011.83","25248.050000000003","72.2","2836.58","0.28596267830584937","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v2","2026-09-03T11:55:21.193Z"
"Mode","SupSwap V3","supswap-v3","1758","12140","23155.06","12.37","346.19","0.05342244848426218","At risk","Grow TVL","https://defillama.com/protocol/supswap-v3","2026-09-03T11:55:21.193Z"
"Mode","Velodrome V2","velodrome-v2","640","3114","12815.29","35.61","103.82","0.2778711991691175","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v2","2026-09-03T11:55:21.193Z"
"Mode","SwapMode V2","swapmode-v2","698","6371.36","12139.730000000001","30.5","986.04","0.2512411725796208","At risk","Grow TVL","https://defillama.com/protocol/swapmode-v2","2026-09-03T11:55:21.193Z"
"Mode","Velodrome V3","velodrome-v3","6.51","197.28000000000003","11961.759999999998","7.509999999999998","497.25","0.06278340311124783","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v3","2026-09-03T11:55:21.193Z"
"Zora","Uniswap V2","uniswap-v2","3.6","85.26","918.14","1.5200000000000002",,"0.16555209445182653","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v2","2026-09-03T11:55:21.193Z"
"Zora","Uniswap V4","uniswap-v4","0","6.510000000000001","61.44999999999999","0.08","-100","0.1301871440195281","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v4","2026-09-03T11:55:21.193Z"
