network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"OP Mainnet","Velodrome V3","velodrome-v3","14887018","104257734","391603649","166646","-32.63","0.04255476179181364","Watch","Monitor incentives","https://defillama.com/protocol/velodrome-v3","2026-09-01T12:20:10.841Z"
"OP Mainnet","Uniswap V3","uniswap-v3","3236827","26155297","107615692","244936","-54.35","0.22760249499673338","At risk","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-09-01T12:20:10.841Z"
"OP Mainnet","WOOFi Swap","woofi-swap","1296044","10227275","38089261","3331","-34.32","0.008745247118341308","Watch","Monitor incentives","https://defillama.com/protocol/woofi-swap","2026-09-01T12:20:10.841Z"
"OP Mainnet","Uniswap V4","uniswap-v4","1045712","6985790","27153021","33720.89","-37.73","0.12418835458492813","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-09-01T12:20:10.841Z"
"OP Mainnet","Velodrome V2","velodrome-v2","0","1481002","9261809","75151",,"0.8114073611321503","At risk","Rebalance liquidity","https://defillama.com/protocol/velodrome-v2","2026-09-01T12:20:10.841Z"
"OP Mainnet","Solidly V3","solidly-v3","253737","1668662","6057589","6.219999999999999","-8.43","0.00010268111619986101","Strong","Improve fee efficiency","https://defillama.com/protocol/solidly-v3","2026-09-01T12:20:10.841Z"
"OP Mainnet","Curve DEX","curve-dex","110620","1531622","4527319","1075.06","-54.53","0.02374606251514417","At risk","Monitor incentives","https://defillama.com/protocol/curve-dex","2026-09-01T12:20:10.841Z"
"OP Mainnet","SushiSwap V3","sushiswap-v3","51820","524723","1791547","369.98","-29.42","0.02065142583476738","Watch","Monitor incentives","https://defillama.com/protocol/sushiswap-v3","2026-09-01T12:20:10.841Z"
"OP Mainnet","Velodrome V1","velodrome-v1","17222","79891","300926","137.60999999999999","-4.93","0.045728850282129155","Watch","Rebalance liquidity","https://defillama.com/protocol/velodrome-v1","2026-09-01T12:20:10.841Z"
"OP Mainnet","Beets DEX","beets-dex","14421","61744","294556","79.46000000000002","82.48","0.026976194679449755","Watch","Rebalance liquidity","https://defillama.com/protocol/beets-dex","2026-09-01T12:20:10.841Z"
"Base","Aerodrome Slipstream","aerodrome-slipstream","388336127","3098754893","12465841500","5631471","-39.99","0.045175217413120486","Watch","Monitor incentives","https://defillama.com/protocol/aerodrome-slipstream","2026-09-01T12:20:10.841Z"
"Base","Uniswap V3","uniswap-v3","111500847","1065304153","3771785795","7513296","-61.03","0.19919731417303352","At risk","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-09-01T12:20:10.841Z"
"Base","PancakeSwap AMM V3","pancakeswap-amm-v3","107536404","813793467","3591683656","457790","-49.47","0.012745832981010173","Watch","Monitor incentives","https://defillama.com/protocol/pancakeswap-amm-v3","2026-09-01T12:20:10.841Z"
"Base","Uniswap V4","uniswap-v4","39402549","348283205","1159300374","4965284","-61.15","0.42830004297057184","At risk","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-09-01T12:20:10.841Z"
"Base","Metric V2","metric-v2","59177678","351807016","689142584",,"131.05",,"Strong","Rebalance liquidity","https://defillama.com/protocol/metric-v2","2026-09-01T12:20:10.841Z"
"Base","Tessera V","tessera-v","36971015","202838322","533900621",,"-7.59",,"Strong","Rebalance liquidity","https://defillama.com/protocol/tessera-v","2026-09-01T12:20:10.841Z"
"Base","Hanji Protocol","hanji-protocol","15271991","96074209","274438508","27259","-34.59","0.009932644000527797","Watch","Monitor incentives","https://defillama.com/protocol/hanji-protocol","2026-09-01T12:20:10.841Z"
"Unichain","Uniswap V3","uniswap-v3","5742204","51520322","168123669","500111","-46.37","0.29746614678032035","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-09-01T12:20:10.841Z"
"Unichain","Uniswap V4","uniswap-v4","3789856","33783291","136496087","99697","-58.22","0.0730401890568482","At risk","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-09-01T12:20:10.841Z"
"Unichain","Velodrome V3","velodrome-v3","230666","1991376","7240588","1332.8500000000001","-58.32","0.018408035369503143","At risk","Monitor incentives","https://defillama.com/protocol/velodrome-v3","2026-09-01T12:20:10.841Z"
"Unichain","EulerSwap","eulerswap","89","978.62","17694.62","0.26","30.88","0.001469373176705688","At risk","Grow TVL","https://defillama.com/protocol/eulerswap","2026-09-01T12:20:10.841Z"
"Unichain","1inch Aqua","1inch-aqua","0","0.8","9.86","0.06",,"0.6085192697768762","At risk","Grow TVL","https://defillama.com/protocol/1inch-aqua","2026-09-01T12:20:10.841Z"
"Unichain","Curve DEX","curve-dex","0","3.54","5.960000000000001","0.41000000000000003",,"6.879194630872483","At risk","Grow TVL","https://defillama.com/protocol/curve-dex","2026-09-01T12:20:10.841Z"
"Mode","MantisSwap","mantisswap","14","70414.8","72066.8",,"-63.16",,"At risk","Grow TVL","https://defillama.com/protocol/mantisswap","2026-09-01T12:20:10.841Z"
"Mode","KIM Exchange V3","kim-exchange-v3","7216","19089","56787.56","89.91","954.97","0.15832692934861087","Watch","Grow TVL","https://defillama.com/protocol/kim-exchange-v3","2026-09-01T12:20:10.841Z"
"Mode","KIM Exchange V2","kim-exchange-v2","2512","8534.35","24387.280000000002","69.63","2787.02","0.2855176961104313","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v2","2026-09-01T12:20:10.841Z"
"Mode","SupSwap V3","supswap-v3","3255","10996","22012.06","11.959999999999999","977.81","0.05433385153411356","At risk","Grow TVL","https://defillama.com/protocol/supswap-v3","2026-09-01T12:20:10.841Z"
"Mode","Velodrome V3","velodrome-v3","53.6","191.98000000000002","11995.42","7.539999999999998","3148.48","0.06285732387861366","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v3","2026-09-01T12:20:10.841Z"
"Mode","SwapMode V2","swapmode-v2","2995","5768.3","11642.400000000001","29.000000000000004","2836.27","0.24908953480382054","At risk","Grow TVL","https://defillama.com/protocol/swapmode-v2","2026-09-01T12:20:10.841Z"
"Mode","Velodrome V2","velodrome-v2","0","1080","10631.29","29.319999999999997",,"0.2757896736896463","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v2","2026-09-01T12:20:10.841Z"
"Zora","Uniswap V2","uniswap-v2","0.45","109.54999999999998","955.47","1.6300000000000003","-55","0.17059666970182216","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v2","2026-09-01T12:20:10.841Z"
"Zora","Uniswap V4","uniswap-v4","0.79","7.890000000000001","64.15999999999998","0.08","154.84","0.12468827930174567","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v4","2026-09-01T12:20:10.841Z"
