network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"OP Mainnet","Velodrome V3","velodrome-v3","9118742","62933262","313941649","122373","-23.79","0.03897953660809114","Watch","Monitor incentives","https://defillama.com/protocol/velodrome-v3","2026-08-08T07:46:24.985Z"
"OP Mainnet","Uniswap V3","uniswap-v3","1930824","17205118","87609226","205284","-41.04","0.2343177874896418","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-08-08T07:46:24.985Z"
"OP Mainnet","WOOFi Swap","woofi-swap","1123117","8410569","39736238","2887","-24.08","0.007265408466699841","Watch","Monitor incentives","https://defillama.com/protocol/woofi-swap","2026-08-08T07:46:24.985Z"
"OP Mainnet","Uniswap V4","uniswap-v4","443277","3544914","22083773","23107","-53.48","0.10463338850657448","At risk","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-08-08T07:46:24.985Z"
"OP Mainnet","Velodrome V2","velodrome-v2","274933","1533963","8992486","79829.73999999999","-78.28","0.8877382739322583","At risk","Monitor incentives","https://defillama.com/protocol/velodrome-v2","2026-08-08T07:46:24.985Z"
"OP Mainnet","Solidly V3","solidly-v3","177556","1115420","6195945","2.5400000000000005","-17.73","0.000040994553696006024","Watch","Improve fee efficiency","https://defillama.com/protocol/solidly-v3","2026-08-08T07:46:24.985Z"
"OP Mainnet","Curve DEX","curve-dex","12735","547877","2295573","406.69000000000005","-93.59","0.017716273888915755","At risk","Monitor incentives","https://defillama.com/protocol/curve-dex","2026-08-08T07:46:24.985Z"
"OP Mainnet","SushiSwap V3","sushiswap-v3","37908","256164","1427779","305.63","-52.81","0.021405973893718847","At risk","Monitor incentives","https://defillama.com/protocol/sushiswap-v3","2026-08-08T07:46:24.985Z"
"OP Mainnet","Swaap Maker V2","swaap-maker-v2","202","1980","1194198",,,,"At risk","Rebalance liquidity","https://defillama.com/protocol/swaap-maker-v2","2026-08-08T07:46:24.985Z"
"OP Mainnet","Beets DEX","beets-dex","26670","40270","341894","57.800000000000004",,"0.01690582461230674","Watch","Improve fee efficiency","https://defillama.com/protocol/beets-dex","2026-08-08T07:46:24.985Z"
"Base","Aerodrome Slipstream","aerodrome-slipstream","376642125","2557437903","10792002562","4366989","-7.8","0.040465047843638566","Strong","Rebalance liquidity","https://defillama.com/protocol/aerodrome-slipstream","2026-08-08T07:46:24.985Z"
"Base","Uniswap V4","uniswap-v4","15076053","160740008","3034003317","3362282","-25.33","0.1108199843144733","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-08-08T07:46:24.985Z"
"Base","Uniswap V3","uniswap-v3","68881386","560604877","3011717260","6411008","-71.61","0.21286885343280862","At risk","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-08-08T07:46:24.985Z"
"Base","PancakeSwap AMM V3","pancakeswap-amm-v3","94762384","660715063","2605854944","352212","-7.45","0.013516178281948146","Strong","Improve fee efficiency","https://defillama.com/protocol/pancakeswap-amm-v3","2026-08-08T07:46:24.985Z"
"Base","Tristero Spot","tristero-spot","0","110920361","456225163.22",,,,"At risk","Rebalance liquidity","https://defillama.com/protocol/tristero-spot","2026-08-08T07:46:24.985Z"
"Base","Metric V2","metric-v2","10291391","112776840","279847602",,"-55.23",,"At risk","Monitor incentives","https://defillama.com/protocol/metric-v2","2026-08-08T07:46:24.985Z"
"Base","Tessera V","tessera-v","5910629","51111126","211929736",,"-45.71",,"Watch","Monitor incentives","https://defillama.com/protocol/tessera-v","2026-08-08T07:46:24.985Z"
"Unichain","Uniswap V3","uniswap-v3","3146593","24876694","113690674","343810","-43.34","0.3024082696527949","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-08-08T07:46:24.985Z"
"Unichain","Uniswap V4","uniswap-v4","2083007","16819351","91429479","63893","-34.06","0.06988227505922898","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-08-08T07:46:24.985Z"
"Unichain","Velodrome V3","velodrome-v3","160387","1351174","6665958","1193.8700000000001","-20.7","0.017909953828091928","Watch","Monitor incentives","https://defillama.com/protocol/velodrome-v3","2026-08-08T07:46:24.985Z"
"Unichain","EulerSwap","eulerswap","271","1840","12656","0.05","106.87","0.0003950695322376738","At risk","Grow TVL","https://defillama.com/protocol/eulerswap","2026-08-08T07:46:24.985Z"
"Unichain","Curve DEX","curve-dex","0.03","1.37","370.46","1.04",,"0.28073206284079255","At risk","Grow TVL","https://defillama.com/protocol/curve-dex","2026-08-08T07:46:24.985Z"
"Unichain","1inch Aqua","1inch-aqua","0","5.82","6.12","0.03",,"0.49019607843137253","At risk","Grow TVL","https://defillama.com/protocol/1inch-aqua","2026-08-08T07:46:24.985Z"
"Mode","KIM Exchange V3","kim-exchange-v3","346","12427.56","243451.56","61.39000000000001","-73.14","0.02521651535114419","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v3","2026-08-08T07:46:24.985Z"
"Mode","KIM Exchange V2","kim-exchange-v2","91.15","2776.24","27998.09","84.40999999999998","-89.15","0.30148485128806995","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v2","2026-08-08T07:46:24.985Z"
"Mode","SupSwap V3","supswap-v3","64.88","3189.1299999999997","20793.29","11.73","-91.46","0.056412429201920425","At risk","Grow TVL","https://defillama.com/protocol/supswap-v3","2026-08-08T07:46:24.985Z"
"Mode","Velodrome V2","velodrome-v2","147","1494.1599999999999","12815.16","17.740000000000002","-10.91","0.1384297972089307","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v2","2026-08-08T07:46:24.985Z"
"Mode","SwapMode V2","swapmode-v2","71.8","947.5799999999999","8715.87","26.91","-68.51","0.30874714744483334","At risk","Grow TVL","https://defillama.com/protocol/swapmode-v2","2026-08-08T07:46:24.985Z"
