network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"OP Mainnet","Velodrome V3","velodrome-v3","8677661","74650132","281788602","130181","-24.03","0.046198107047637084","Watch","Monitor incentives","https://defillama.com/protocol/velodrome-v3","2026-07-09T16:18:03.105Z"
"OP Mainnet","Uniswap V3","uniswap-v3","3012305","30857862","143129205","330253","-48.19","0.23073767509572907","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-07-09T16:18:03.105Z"
"OP Mainnet","WOOFi Swap","woofi-swap","1188571","9814526","27164383","3614",,"0.013304185852481906","Strong","Improve fee efficiency","https://defillama.com/protocol/woofi-swap","2026-07-09T16:18:03.105Z"
"OP Mainnet","Uniswap V4","uniswap-v4","619232","4804309","21536574","27878","54.44","0.12944491542619546","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-07-09T16:18:03.105Z"
"OP Mainnet","Velodrome V2","velodrome-v2","294283","1173422","6686823","92197",,"1.3787863085354586","Strong","Rebalance liquidity","https://defillama.com/protocol/velodrome-v2","2026-07-09T16:18:03.105Z"
"OP Mainnet","Solidly V3","solidly-v3","143809","1240355","3850820",,"83.21",,"Strong","Rebalance liquidity","https://defillama.com/protocol/solidly-v3","2026-07-09T16:18:03.105Z"
"OP Mainnet","Curve DEX","curve-dex","74280","1149690","3333892","524","-12.83","0.015717365769497033","Watch","Improve fee efficiency","https://defillama.com/protocol/curve-dex","2026-07-09T16:18:03.105Z"
"OP Mainnet","SushiSwap V3","sushiswap-v3","30652","312307","1094793","309","-27.34","0.028224513675187912","Watch","Monitor incentives","https://defillama.com/protocol/sushiswap-v3","2026-07-09T16:18:03.105Z"
"OP Mainnet","Beets DEX","beets-dex","18165","117760","771566","121","177.07","0.015682391396199417","Watch","Improve fee efficiency","https://defillama.com/protocol/beets-dex","2026-07-09T16:18:03.105Z"
"OP Mainnet","Velodrome V1","velodrome-v1","12148","219163","712356","259","-10.6","0.03635822538169117","Watch","Rebalance liquidity","https://defillama.com/protocol/velodrome-v1","2026-07-09T16:18:03.105Z"
"Base","Aerodrome Slipstream","aerodrome-slipstream","442259136","2833206282","12986880950","6497293","-12.91","0.050029664744097","Watch","Rebalance liquidity","https://defillama.com/protocol/aerodrome-slipstream","2026-07-09T16:18:03.105Z"
"Base","Uniswap V4","uniswap-v4","228371354","717906128","5216921193","5004140","264.14","0.09592132629326455","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-07-09T16:18:03.105Z"
"Base","Uniswap V3","uniswap-v3","72669299","574065399","2837141105","8440159","-43.04","0.297488164586724","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-07-09T16:18:03.105Z"
"Base","PancakeSwap AMM V3","pancakeswap-amm-v3","91546191","593964964","2796919671","429456","-14.13","0.015354606156652828","Watch","Improve fee efficiency","https://defillama.com/protocol/pancakeswap-amm-v3","2026-07-09T16:18:03.105Z"
"Base","Tessera V","tessera-v","6664962","54006872","322284366",,"20.68",,"Strong","Rebalance liquidity","https://defillama.com/protocol/tessera-v","2026-07-09T16:18:03.105Z"
"Base","Metric","metric","8556463","49567321","320174151",,"65.93",,"Strong","Rebalance liquidity","https://defillama.com/protocol/metric","2026-07-09T16:18:03.105Z"
"Base","Aerodrome V1","aerodrome-v1","7659150","62268520","292156554","1399126","-24.66","0.4788959825970565","Watch","Monitor incentives","https://defillama.com/protocol/aerodrome-v1","2026-07-09T16:18:03.105Z"
"Unichain","Uniswap V4","uniswap-v4","3042938","29048008","165672041","110530","-28.81","0.06671614554443739","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-07-09T16:18:03.105Z"
"Unichain","Uniswap V3","uniswap-v3","3586317","28551626","152784155","478971","-47.75","0.3134952050492409","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-07-09T16:18:03.105Z"
"Unichain","Velodrome V3","velodrome-v3","159567","1696527","7138595","1252","-47.73","0.017538465202186146","Watch","Monitor incentives","https://defillama.com/protocol/velodrome-v3","2026-07-09T16:18:03.105Z"
"Unichain","EulerSwap","eulerswap","913","3326","32233","0","93.84","0","At risk","Grow TVL","https://defillama.com/protocol/eulerswap","2026-07-09T16:18:03.105Z"
"Unichain","Curve DEX","curve-dex","0","1374","5635","934",,"16.574977817213842","At risk","Grow TVL","https://defillama.com/protocol/curve-dex","2026-07-09T16:18:03.105Z"
